dataset,external_gene_name,xci.class,celltype.organ.sample,measure,ratio.xi.expression,allele.count
scLinaX_AIDA,RBM3,nonPAR_variable,CD4+ T,original,0.013,22.9
scLinaX_AIDA,HMGB3,nonPAR_inactive,PBMC,original,0.013,39.2
scLinaX_AIDA,EBP,nonPAR_unknown,CD4+ T,original,0.013,46.8
scLinaX_AIDA,OGT,nonPAR_inactive,CD4+ T,original,0.013,14.1
scLinaX_AIDA,TMSB4X,nonPAR_unknown,cDC,original,0.013,717.4
scLinaX_AIDA,TMSB4X,nonPAR_unknown,gdT,original,0.012,802.4
scLinaX_AIDA,SH2D1A,nonPAR_variable,PBMC,original,0.012,24.3
scLinaX_AIDA,NXT2,nonPAR_inactive,PBMC,original,0.012,25.5
scLinaX_AIDA,FTX,nonPAR_inactive,PBMC,original,0.012,31.8
scLinaX_AIDA,RPGR,nonPAR_inactive,PBMC,original,0.012,20.5
scLinaX_AIDA,ZNF81,nonPAR_inactive,PBMC,original,0.012,22.8
scLinaX_AIDA,ZNF41,nonPAR_inactive,PBMC,original,0.012,27.7
scLinaX_AIDA,EBP,nonPAR_unknown,PBMC,original,0.012,153.9
scLinaX_AIDA,LINC00892,nonPAR_unknown,PBMC,original,0.012,114.7
scLinaX_AIDA,APOO,nonPAR_inactive,CD4+ T,original,0.012,15.2
scLinaX_AIDA,IDS,nonPAR_inactive,Monocyte,original,0.011,13.5
scLinaX_AIDA,CXorf56,nonPAR_inactive,PBMC,original,0.011,26.0
scLinaX_AIDA,PDHA1,nonPAR_inactive,PBMC,original,0.011,25.3
scLinaX_AIDA,SPIN2B,nonPAR_unknown,CD8+ T,original,0.011,16.2
scLinaX_AIDA,RBM3,nonPAR_variable,Monocyte,original,0.011,36.1
scLinaX_AIDA,CD40LG,nonPAR_variable,PBMC,original,0.011,228.2
scLinaX_AIDA,SNX12,nonPAR_inactive,CD4+ T,original,0.011,13.4
scLinaX_AIDA,ATP6AP1,nonPAR_inactive,Monocyte,original,0.010,24.0
scLinaX_AIDA,CD40LG,nonPAR_variable,gdT,original,0.010,24.6
scLinaX_AIDA,TIMP1,nonPAR_variable,PBMC,original,0.010,184.9
scLinaX_AIDA,ARHGAP4,nonPAR_variable,Monocyte,original,0.010,24.3
scLinaX_AIDA,SLC9A7,nonPAR_inactive,PBMC,original,0.010,30.0
scLinaX_AIDA,LONRF3,nonPAR_inactive,Monocyte,original,0.010,20.6
scLinaX_AIDA,SLC25A43,nonPAR_inactive,PBMC,original,0.010,27.8
scLinaX_AIDA,TMSB4X,nonPAR_unknown,Monocyte,original,0.010,1093.8
scLinaX_AIDA,VAMP7,PAR2,PBMC,original,0.010,138.2
scLinaX_AIDA,RBM3,nonPAR_variable,CD8+ T,original,0.010,17.8
scLinaX_AIDA,XIAP,nonPAR_inactive,PBMC,original,0.010,27.5
scLinaX_AIDA,SOWAHD,nonPAR_unknown,PBMC,original,0.010,31.8
scLinaX_AIDA,EBP,nonPAR_unknown,CD8+ T,original,0.010,37.2
scLinaX_AIDA,ITM2A,nonPAR_inactive,CD4+ T,original,0.010,18.1
scLinaX_AIDA,TLR8,nonPAR_unknown,PBMC,original,0.010,35.5
scLinaX_AIDA,EBP,nonPAR_unknown,NK,original,0.010,35.2
scLinaX_AIDA,DKC1,nonPAR_inactive,PBMC,original,0.010,28.1
scLinaX_AIDA,SLC9A7,nonPAR_inactive,B,original,0.010,19.0
scLinaX_AIDA,PCSK1N,nonPAR_unknown,PBMC,original,0.010,68.6
scLinaX_AIDA,ATP6AP2,nonPAR_inactive,Monocyte,original,0.010,18.8
scLinaX_AIDA,TMSB15B-AS1,nonPAR_unknown,PBMC,original,0.010,26.6
scLinaX_AIDA,BEX4,nonPAR_inactive,PBMC,original,0.009,24.9
scLinaX_AIDA,SPIN2B,nonPAR_unknown,CD4+ T,original,0.009,27.0
scLinaX_AIDA,P2RY10,nonPAR_variable,CD4+ T,original,0.009,62.1
scLinaX_AIDA,MORF4L2,nonPAR_inactive,Monocyte,original,0.009,16.3
scLinaX_AIDA,IDH3G,nonPAR_inactive,PBMC,original,0.009,30.5
scLinaX_AIDA,BEX4,nonPAR_inactive,CD4+ T,original,0.009,14.4
scLinaX_AIDA,ELF4,nonPAR_inactive,PBMC,original,0.009,26.3
scLinaX_AIDA,PCSK1N,nonPAR_unknown,CD4+ T,original,0.009,39.9
scLinaX_AIDA,NBDY,nonPAR_inactive,CD4+ T,original,0.009,16.0
scLinaX_AIDA,ABCD1,nonPAR_inactive,PBMC,original,0.009,23.8
scLinaX_AIDA,MORF4L2,nonPAR_inactive,PBMC,original,0.009,26.6
scLinaX_AIDA,NSDHL,nonPAR_inactive,PBMC,original,0.008,33.4
scLinaX_AIDA,LOC101928402,nonPAR_unknown,PBMC,original,0.008,35.8
scLinaX_AIDA,VAMP7,PAR2,NK,original,0.008,23.7
scLinaX_AIDA,FAAH2,nonPAR_inactive,PBMC,original,0.008,28.0
scLinaX_AIDA,PCSK1N,nonPAR_unknown,CD8+ T,original,0.008,28.7
scLinaX_AIDA,LOC105373383,nonPAR_unknown,PBMC,original,0.008,33.7
scLinaX_AIDA,VAMP7,PAR2,CD8+ T,original,0.008,22.8
scLinaX_AIDA,RBM3,nonPAR_variable,PBMC,original,0.008,67.7
scLinaX_AIDA,ARHGAP4,nonPAR_variable,CD4+ T,original,0.008,21.6
scLinaX_AIDA,AIFM1,nonPAR_inactive,PBMC,original,0.008,47.0
scLinaX_AIDA,LONRF3,nonPAR_inactive,PBMC,original,0.008,26.9
scLinaX_AIDA,APOO,nonPAR_inactive,PBMC,original,0.008,30.6
scLinaX_AIDA,WAS,nonPAR_variable,PBMC,original,0.008,108.8
scLinaX_AIDA,GAB3,nonPAR_inactive,CD8+ T,original,0.008,12.4
scLinaX_AIDA,BTK,nonPAR_inactive,Monocyte,original,0.008,22.1
scLinaX_AIDA,LOC101928402,nonPAR_unknown,CD4+ T,original,0.008,16.5
scLinaX_AIDA,RTL8C,nonPAR_inactive,PBMC,original,0.008,36.5
scLinaX_AIDA,HTATSF1,nonPAR_inactive,PBMC,original,0.007,26.5
scLinaX_AIDA,ARHGEF6,nonPAR_inactive,PBMC,original,0.007,25.8
scLinaX_AIDA,RPL39,nonPAR_inactive,CD4+ T,original,0.007,13.0
scLinaX_AIDA,CD40LG,nonPAR_variable,CD4+ T,original,0.007,205.1
scLinaX_AIDA,PIGA,nonPAR_inactive,PBMC,original,0.007,33.7
scLinaX_AIDA,XIAP,nonPAR_inactive,Monocyte,original,0.007,14.3
scLinaX_AIDA,SH2D1A,nonPAR_variable,CD4+ T,original,0.007,13.4
scLinaX_AIDA,TIMP1,nonPAR_variable,cDC,original,0.007,21.2
scLinaX_AIDA,GAB3,nonPAR_inactive,NK,original,0.006,13.1
scLinaX_AIDA,CD40LG,nonPAR_variable,MAIT,original,0.006,22.4
scLinaX_AIDA,GSPT2,nonPAR_inactive,PBMC,original,0.006,27.7
scLinaX_AIDA,ABCD1,nonPAR_inactive,Monocyte,original,0.006,16.4
scLinaX_AIDA,TIMP1,nonPAR_variable,Monocyte,original,0.006,140.3
scLinaX_AIDA,IDH3G,nonPAR_inactive,Monocyte,original,0.006,17.6
scLinaX_AIDA,MPP1,nonPAR_inactive,Monocyte,original,0.006,22.5
scLinaX_AIDA,GK,nonPAR_inactive,PBMC,original,0.006,36.2
scLinaX_AIDA,LAGE3,nonPAR_inactive,PBMC,original,0.006,27.6
scLinaX_AIDA,LOC105373383,nonPAR_unknown,CD4+ T,original,0.006,17.2
scLinaX_AIDA,LOC101928402,nonPAR_unknown,CD8+ T,original,0.005,13.3
scLinaX_AIDA,VMA21,nonPAR_inactive,CD4+ T,original,0.005,12.9
scLinaX_AIDA,EBP,nonPAR_unknown,gdT,original,0.004,20.1
scLinaX_AIDA,TLR8,nonPAR_unknown,Monocyte,original,0.004,31.7
scLinaX_AIDA,TAB3,nonPAR_inactive,CD4+ T,original,0.004,16.4
scLinaX_AIDA,ZNF41,nonPAR_inactive,CD4+ T,original,0.004,12.3
scLinaX_AIDA,LINC00892,nonPAR_unknown,CD4+ T,original,0.004,73.3
scLinaX_AIDA,VAMP7,PAR2,Monocyte,original,0.003,22.9
scLinaX_AIDA,WAS,nonPAR_variable,Monocyte,original,0.003,58.0
scLinaX_AIDA,MBTPS2,nonPAR_inactive,PBMC,original,0.003,27.4
scLinaX_AIDA,ELK1,nonPAR_inactive,PBMC,original,0.003,21.8
scLinaX_AIDA,FAAH2,nonPAR_inactive,CD4+ T,original,0.003,24.5
scLinaX_AIDA,DOCK11,nonPAR_inactive,Monocyte,original,0.002,14.8
scLinaX_AIDA,ELF4,nonPAR_inactive,Monocyte,original,0.002,21.0
scLinaX_AIDA,GK,nonPAR_inactive,Monocyte,original,0.002,30.8
scLinaX_AIDA,RPL39,nonPAR_inactive,PBMC,original,0.002,25.9
scLinaX_AIDA,VMA21,nonPAR_inactive,PBMC,original,0.002,27.6
scLinaX_AIDA,RBM3,nonPAR_variable,B,original,0.000,12.4
scLinaX_AIDA,VAMP7,PAR2,B,original,0.000,18.9
scLinaX_AIDA,BCAP31,nonPAR_inactive,CD4+ T,original,0.000,13.5
scLinaX_AIDA,DKC1,nonPAR_inactive,CD4+ T,original,0.000,11.7
scLinaX_AIDA,ELK1,nonPAR_inactive,CD4+ T,original,0.000,14.0
scLinaX_AIDA,EOLA1,nonPAR_inactive,CD4+ T,original,0.000,11.5
scLinaX_AIDA,FANCB,nonPAR_inactive,CD4+ T,original,0.000,12.8
scLinaX_AIDA,GPR174,nonPAR_variable,CD4+ T,original,0.000,15.3
scLinaX_AIDA,LAGE3,nonPAR_inactive,CD4+ T,original,0.000,14.4
scLinaX_AIDA,MBTPS2,nonPAR_inactive,CD4+ T,original,0.000,13.1
scLinaX_AIDA,MORF4L2,nonPAR_inactive,CD4+ T,original,0.000,11.3
scLinaX_AIDA,NSDHL,nonPAR_inactive,CD4+ T,original,0.000,13.4
scLinaX_AIDA,PGK1,nonPAR_inactive,CD4+ T,original,0.000,12.0
scLinaX_AIDA,RAB9A,nonPAR_escape,CD4+ T,original,0.000,11.5
scLinaX_AIDA,SLC25A43,nonPAR_inactive,CD4+ T,original,0.000,11.4
scLinaX_AIDA,TMSB15B-AS1,nonPAR_unknown,CD4+ T,original,0.000,15.7
scLinaX_AIDA,TSR2,nonPAR_inactive,CD4+ T,original,0.000,12.3
scLinaX_AIDA,WDR44,nonPAR_inactive,CD4+ T,original,0.000,13.8
scLinaX_AIDA,APOO,nonPAR_inactive,CD8+ T,original,0.000,11.5
scLinaX_AIDA,BEX4,nonPAR_inactive,CD8+ T,original,0.000,11.2
scLinaX_AIDA,DKC1,nonPAR_inactive,CD8+ T,original,0.000,11.8
scLinaX_AIDA,IDH3G,nonPAR_inactive,CD8+ T,original,0.000,10.2
scLinaX_AIDA,IDS,nonPAR_inactive,CD8+ T,original,0.000,12.3
scLinaX_AIDA,MBTPS2,nonPAR_inactive,CD8+ T,original,0.000,12.8
scLinaX_AIDA,NBDY,nonPAR_inactive,CD8+ T,original,0.000,16.0
scLinaX_AIDA,PIGA,nonPAR_inactive,CD8+ T,original,0.000,12.3
scLinaX_AIDA,TAB3,nonPAR_inactive,CD8+ T,original,0.000,11.4
scLinaX_AIDA,WDR44,nonPAR_inactive,CD8+ T,original,0.000,10.7
scLinaX_AIDA,ZNF75D,nonPAR_inactive,CD8+ T,original,0.000,11.7
scLinaX_AIDA,EBP,nonPAR_unknown,cDC,original,0.000,13.1
scLinaX_AIDA,RBM3,nonPAR_variable,cDC,original,0.000,14.4
scLinaX_AIDA,SLC9A7,nonPAR_inactive,cDC,original,0.000,12.0
scLinaX_AIDA,EBP,nonPAR_unknown,MAIT,original,0.000,13.6
scLinaX_AIDA,ARHGEF6,nonPAR_inactive,Monocyte,original,0.000,16.3
scLinaX_AIDA,CD99L2,nonPAR_inactive,Monocyte,original,0.000,14.8
scLinaX_AIDA,GAB3,nonPAR_inactive,Monocyte,original,0.000,13.3
scLinaX_AIDA,GRIPAP1,nonPAR_inactive,Monocyte,original,0.000,12.2
scLinaX_AIDA,HCFC1,nonPAR_variable,Monocyte,original,0.000,13.7
scLinaX_AIDA,LAGE3,nonPAR_inactive,Monocyte,original,0.000,11.5
scLinaX_AIDA,MSL3,nonPAR_escape,Monocyte,original,0.000,14.8
scLinaX_AIDA,PGK1,nonPAR_inactive,Monocyte,original,0.000,10.3
scLinaX_AIDA,PIGA,nonPAR_inactive,Monocyte,original,0.000,17.6
scLinaX_AIDA,RTL8C,nonPAR_inactive,Monocyte,original,0.000,21.3
scLinaX_AIDA,SLC25A43,nonPAR_inactive,Monocyte,original,0.000,13.0
scLinaX_AIDA,SOWAHD,nonPAR_unknown,Monocyte,original,0.000,20.3
scLinaX_AIDA,ZNF41,nonPAR_inactive,Monocyte,original,0.000,10.3
scLinaX_AIDA,WAS,nonPAR_variable,NK,original,0.000,19.3
scLinaX_AIDA,CD99L2,nonPAR_inactive,PBMC,original,0.000,28.7
scLinaX_AIDA,EOLA1,nonPAR_inactive,PBMC,original,0.000,25.6
scLinaX_AIDA,GPR174,nonPAR_variable,PBMC,original,0.000,25.8
scLinaX_AIDA,NUP62CL,nonPAR_variable,PBMC,original,0.000,18.3
scLinaX_AIDA,RBMX,nonPAR_inactive,PBMC,original,0.000,21.0
scLinaX_AIDA,RBMX2,nonPAR_inactive,PBMC,original,0.000,22.8
scLinaX_AIDA,SLC25A5-AS1,nonPAR_inactive,PBMC,original,0.000,21.6
scLinaX_AIDA,STAG2,nonPAR_inactive,PBMC,original,0.000,29.2
scLinaX_AIDA,TRMT2B,nonPAR_inactive,PBMC,original,0.000,24.0
scLinaX_AIDA,TSR2,nonPAR_inactive,PBMC,original,0.000,26.0
scLinaX_AIDA,PIN4,nonPAR_inactive,Plasma_B,original,0.000,13.0
scLinaX_Japanese,ACOT9,nonPAR_inactive,B,original,0.017,30.0
scLinaX_Japanese,AP1S2,nonPAR_escape,B,original,0.187,17.0
scLinaX_Japanese,ARHGAP4,nonPAR_variable,B,original,0.063,26.3
scLinaX_Japanese,BTK,nonPAR_inactive,B,original,0.019,11.8
scLinaX_Japanese,CHM,nonPAR_inactive,B,original,0.084,12.9
scLinaX_Japanese,DDX3X,nonPAR_escape,B,original,0.419,26.1
scLinaX_Japanese,EIF2S3,nonPAR_escape,B,original,0.333,114.5
scLinaX_Japanese,FUNDC1,nonPAR_escape,B,original,0.293,17.4
scLinaX_Japanese,GSPT2,nonPAR_inactive,B,original,0.021,34.3
scLinaX_Japanese,LOC101928402,nonPAR_unknown,B,original,0.039,16.0
scLinaX_Japanese,P2RY10,nonPAR_variable,B,original,0.035,59.5
scLinaX_Japanese,PRKX,nonPAR_escape,B,original,0.335,29.1
scLinaX_Japanese,PUDP,nonPAR_escape,B,original,0.430,27.4
scLinaX_Japanese,RBBP7,nonPAR_variable,B,original,0.082,37.7
scLinaX_Japanese,RBM3,nonPAR_variable,B,original,0.000,25.2
scLinaX_Japanese,SEPTIN6,nonPAR_inactive,B,original,0.070,24.4
scLinaX_Japanese,SMC1A,nonPAR_escape,B,original,0.294,12.6
scLinaX_Japanese,SOWAHD,nonPAR_unknown,B,original,0.015,14.8
scLinaX_Japanese,STS,nonPAR_escape,B,original,0.377,20.9
scLinaX_Japanese,TCEANC,nonPAR_escape,B,original,0.258,12.7
scLinaX_Japanese,TMSB4X,nonPAR_unknown,B,original,0.068,37.3
scLinaX_Japanese,TXLNG,nonPAR_escape,B,original,0.324,14.0
scLinaX_Japanese,UBA1,nonPAR_escape,B,original,0.188,16.7
scLinaX_Japanese,AP1S2,nonPAR_escape,CD4+ T,original,0.204,15.2
scLinaX_Japanese,ARHGAP4,nonPAR_variable,CD4+ T,original,0.017,37.9
scLinaX_Japanese,BRWD3,nonPAR_inactive,CD4+ T,original,0.000,14.3
scLinaX_Japanese,CD40LG,nonPAR_variable,CD4+ T,original,0.006,153.5
scLinaX_Japanese,CDK16,nonPAR_escape,CD4+ T,original,0.190,17.6
scLinaX_Japanese,CHM,nonPAR_inactive,CD4+ T,original,0.105,20.6
scLinaX_Japanese,CSTF2,nonPAR_inactive,CD4+ T,original,0.013,14.4
scLinaX_Japanese,DDX3X,nonPAR_escape,CD4+ T,original,0.357,41.6
scLinaX_Japanese,DKC1,nonPAR_inactive,CD4+ T,original,0.000,12.3
scLinaX_Japanese,EIF2S3,nonPAR_escape,CD4+ T,original,0.301,416.1
scLinaX_Japanese,FUNDC1,nonPAR_escape,CD4+ T,original,0.236,49.5
scLinaX_Japanese,GPKOW,nonPAR_inactive,CD4+ T,original,0.012,28.7
scLinaX_Japanese,GRIPAP1,nonPAR_inactive,CD4+ T,original,0.000,19.3
scLinaX_Japanese,HCFC1,nonPAR_variable,CD4+ T,original,0.100,18.8
scLinaX_Japanese,KDM6A,nonPAR_escape,CD4+ T,original,0.311,12.3
scLinaX_Japanese,LOC101928402,nonPAR_unknown,CD4+ T,original,0.008,35.4
scLinaX_Japanese,LOC105373383,nonPAR_unknown,CD4+ T,original,0.000,12.7
scLinaX_Japanese,LOC389906,nonPAR_unknown,CD4+ T,original,0.423,22.6
scLinaX_Japanese,MED14,nonPAR_escape,CD4+ T,original,0.161,22.5
scLinaX_Japanese,MID2,nonPAR_variable,CD4+ T,original,0.009,35.8
scLinaX_Japanese,MORF4L2,nonPAR_inactive,CD4+ T,original,0.000,11.3
scLinaX_Japanese,OFD1,nonPAR_escape,CD4+ T,original,0.114,33.9
scLinaX_Japanese,P2RY10,nonPAR_variable,CD4+ T,original,0.011,84.2
scLinaX_Japanese,PCSK1N,nonPAR_unknown,CD4+ T,original,0.012,93.8
scLinaX_Japanese,PGK1,nonPAR_inactive,CD4+ T,original,0.000,12.7
scLinaX_Japanese,PIM2,nonPAR_inactive,CD4+ T,original,0.000,22.3
scLinaX_Japanese,PJA1,nonPAR_inactive,CD4+ T,original,0.000,13.8
scLinaX_Japanese,PRKX,nonPAR_escape,CD4+ T,original,0.367,82.5
scLinaX_Japanese,PUDP,nonPAR_escape,CD4+ T,original,0.383,38.9
scLinaX_Japanese,RAB9A,nonPAR_escape,CD4+ T,original,0.020,17.2
scLinaX_Japanese,RBBP7,nonPAR_variable,CD4+ T,original,0.060,34.1
scLinaX_Japanese,RBM3,nonPAR_variable,CD4+ T,original,0.004,40.6
scLinaX_Japanese,SEPTIN6,nonPAR_inactive,CD4+ T,original,0.224,56.1
scLinaX_Japanese,SH2D1A,nonPAR_variable,CD4+ T,original,0.029,13.9
scLinaX_Japanese,SMC1A,nonPAR_escape,CD4+ T,original,0.275,28.3
scLinaX_Japanese,SSR4,nonPAR_inactive,CD4+ T,original,0.010,12.7
scLinaX_Japanese,STS,nonPAR_escape,CD4+ T,original,0.373,20.9
scLinaX_Japanese,TAF9B,nonPAR_unknown,CD4+ T,original,0.053,17.3
scLinaX_Japanese,TBL1X,nonPAR_variable,CD4+ T,original,0.023,18.5
scLinaX_Japanese,TCEANC,nonPAR_escape,CD4+ T,original,0.098,23.3
scLinaX_Japanese,TIMP1,nonPAR_variable,CD4+ T,original,0.016,55.1
scLinaX_Japanese,TMEM187,nonPAR_inactive,CD4+ T,original,0.038,14.0
scLinaX_Japanese,TMSB15B-AS1,nonPAR_unknown,CD4+ T,original,0.000,12.4
scLinaX_Japanese,TMSB4X,nonPAR_unknown,CD4+ T,original,0.023,43.0
scLinaX_Japanese,TXLNG,nonPAR_escape,CD4+ T,original,0.287,19.8
scLinaX_Japanese,UBA1,nonPAR_escape,CD4+ T,original,0.162,49.0
scLinaX_Japanese,USP9X,nonPAR_escape,CD4+ T,original,0.173,21.5
scLinaX_Japanese,ZFX,nonPAR_escape,CD4+ T,original,0.356,14.0
scLinaX_Japanese,ZRSR2,nonPAR_escape,CD4+ T,original,0.387,65.3
scLinaX_Japanese,ZXDA,nonPAR_unknown,CD4+ T,original,0.000,21.0
scLinaX_Japanese,ARHGAP4,nonPAR_variable,CD8+ T,original,0.021,23.0
scLinaX_Japanese,DDX3X,nonPAR_escape,CD8+ T,original,0.326,28.6
scLinaX_Japanese,EIF2S3,nonPAR_escape,CD8+ T,original,0.326,118.1
scLinaX_Japanese,FUNDC1,nonPAR_escape,CD8+ T,original,0.212,24.4
scLinaX_Japanese,LOC101928402,nonPAR_unknown,CD8+ T,original,0.000,14.7
scLinaX_Japanese,MED14,nonPAR_escape,CD8+ T,original,0.122,15.3
scLinaX_Japanese,P2RY10,nonPAR_variable,CD8+ T,original,0.000,27.3
scLinaX_Japanese,PCSK1N,nonPAR_unknown,CD8+ T,original,0.005,63.6
scLinaX_Japanese,PRKX,nonPAR_escape,CD8+ T,original,0.318,41.0
scLinaX_Japanese,PUDP,nonPAR_escape,CD8+ T,original,0.360,20.1
scLinaX_Japanese,RBBP7,nonPAR_variable,CD8+ T,original,0.082,35.0
scLinaX_Japanese,RBM3,nonPAR_variable,CD8+ T,original,0.018,26.1
scLinaX_Japanese,SEPTIN6,nonPAR_inactive,CD8+ T,original,0.177,24.7
scLinaX_Japanese,SH2D1A,nonPAR_variable,CD8+ T,original,0.000,11.7
scLinaX_Japanese,STS,nonPAR_escape,CD8+ T,original,0.318,13.2
scLinaX_Japanese,TIMP1,nonPAR_variable,CD8+ T,original,0.004,30.8
scLinaX_Japanese,TMSB4X,nonPAR_unknown,CD8+ T,original,0.030,29.8
scLinaX_Japanese,TXLNG,nonPAR_escape,CD8+ T,original,0.313,12.0
scLinaX_Japanese,UBA1,nonPAR_escape,CD8+ T,original,0.116,19.7
scLinaX_Japanese,USP9X,nonPAR_escape,CD8+ T,original,0.243,26.7
scLinaX_Japanese,ZXDA,nonPAR_unknown,CD8+ T,original,0.026,12.0
scLinaX_Japanese,EIF2S3,nonPAR_escape,DC,original,0.184,23.8
scLinaX_Japanese,TIMP1,nonPAR_variable,DC,original,0.053,24.0
scLinaX_Japanese,ACOT9,nonPAR_inactive,Mono,original,0.021,19.3
scLinaX_Japanese,AP1S2,nonPAR_escape,Mono,original,0.130,25.0
scLinaX_Japanese,ARHGAP4,nonPAR_variable,Mono,original,0.041,29.8
scLinaX_Japanese,ARHGEF6,nonPAR_inactive,Mono,original,0.036,20.7
scLinaX_Japanese,BTK,nonPAR_inactive,Mono,original,0.008,28.5
scLinaX_Japanese,DDX3X,nonPAR_escape,Mono,original,0.171,14.7
scLinaX_Japanese,EIF2S3,nonPAR_escape,Mono,original,0.163,55.7
scLinaX_Japanese,ELF4,nonPAR_inactive,Mono,original,0.000,12.8
scLinaX_Japanese,FUNDC1,nonPAR_escape,Mono,original,0.040,14.7
scLinaX_Japanese,GK,nonPAR_inactive,Mono,original,0.000,19.3
scLinaX_Japanese,PRKX,nonPAR_escape,Mono,original,0.337,31.1
scLinaX_Japanese,PUDP,nonPAR_escape,Mono,original,0.299,21.4
scLinaX_Japanese,RBBP7,nonPAR_variable,Mono,original,0.006,43.0
scLinaX_Japanese,RBM3,nonPAR_variable,Mono,original,0.026,30.0
scLinaX_Japanese,SH3BGRL,nonPAR_variable,Mono,original,0.021,19.0
scLinaX_Japanese,SOWAHD,nonPAR_unknown,Mono,original,0.032,18.4
scLinaX_Japanese,TIMP1,nonPAR_variable,Mono,original,0.028,216.4
scLinaX_Japanese,UBA1,nonPAR_escape,Mono,original,0.121,15.0
scLinaX_Japanese,ARHGAP4,nonPAR_variable,NK,original,0.042,21.2
scLinaX_Japanese,CHM,nonPAR_inactive,NK,original,0.122,13.3
scLinaX_Japanese,DDX3X,nonPAR_escape,NK,original,0.384,29.7
scLinaX_Japanese,EIF2S3,nonPAR_escape,NK,original,0.386,64.0
scLinaX_Japanese,FUNDC1,nonPAR_escape,NK,original,0.203,24.3
scLinaX_Japanese,LOC101928402,nonPAR_unknown,NK,original,0.000,19.8
scLinaX_Japanese,MED14,nonPAR_escape,NK,original,0.188,16.7
scLinaX_Japanese,PRKX,nonPAR_escape,NK,original,0.251,35.3
scLinaX_Japanese,PUDP,nonPAR_escape,NK,original,0.376,19.3
scLinaX_Japanese,RBBP7,nonPAR_variable,NK,original,0.146,46.0
scLinaX_Japanese,RBM3,nonPAR_variable,NK,original,0.022,14.0
scLinaX_Japanese,SEPTIN6,nonPAR_inactive,NK,original,0.053,17.5
scLinaX_Japanese,SH2D1A,nonPAR_variable,NK,original,0.008,16.4
scLinaX_Japanese,SMC1A,nonPAR_escape,NK,original,0.355,14.4
scLinaX_Japanese,STS,nonPAR_escape,NK,original,0.402,15.4
scLinaX_Japanese,TCEANC,nonPAR_escape,NK,original,0.137,17.8
scLinaX_Japanese,TIMP1,nonPAR_variable,NK,original,0.012,36.2
scLinaX_Japanese,TMSB4X,nonPAR_unknown,NK,original,0.024,31.3
scLinaX_Japanese,UBA1,nonPAR_escape,NK,original,0.191,24.7
scLinaX_Japanese,CD40LG,nonPAR_variable,Other_T,original,0.022,44.7
scLinaX_Japanese,DDX3X,nonPAR_escape,Other_T,original,0.355,24.3
scLinaX_Japanese,EIF2S3,nonPAR_escape,Other_T,original,0.311,29.4
scLinaX_Japanese,FUNDC1,nonPAR_escape,Other_T,original,0.229,20.7
scLinaX_Japanese,PRKX,nonPAR_escape,Other_T,original,0.327,23.0
scLinaX_Japanese,RBBP7,nonPAR_variable,Other_T,original,0.111,64.0
scLinaX_Japanese,TIMP1,nonPAR_variable,Other_T,original,0.042,39.7
scLinaX_Japanese,ACOT9,nonPAR_inactive,PBMC,original,0.017,48.5
scLinaX_Japanese,AIFM1,nonPAR_inactive,PBMC,original,0.014,31.0
scLinaX_Japanese,AP1S2,nonPAR_escape,PBMC,original,0.181,38.5
scLinaX_Japanese,ARHGAP4,nonPAR_variable,PBMC,original,0.023,101.5
scLinaX_Japanese,ARHGEF6,nonPAR_inactive,PBMC,original,0.035,36.8
scLinaX_Japanese,ARMCX4,nonPAR_inactive,PBMC,original,0.017,22.0
scLinaX_Japanese,ARSD,nonPAR_escape,PBMC,original,0.355,22.0
scLinaX_Japanese,BRWD3,nonPAR_inactive,PBMC,original,0.010,24.5
scLinaX_Japanese,BTK,nonPAR_inactive,PBMC,original,0.014,26.9
scLinaX_Japanese,CD40LG,nonPAR_variable,PBMC,original,0.006,171.6
scLinaX_Japanese,CDK16,nonPAR_escape,PBMC,original,0.197,31.0
scLinaX_Japanese,CHM,nonPAR_inactive,PBMC,original,0.086,34.1
scLinaX_Japanese,CSTF2,nonPAR_inactive,PBMC,original,0.013,18.5
scLinaX_Japanese,CUL4B,nonPAR_inactive,PBMC,original,0.014,19.3
scLinaX_Japanese,CXorf56,nonPAR_inactive,PBMC,original,0.025,17.8
scLinaX_Japanese,DDX3X,nonPAR_escape,PBMC,original,0.347,91.0
scLinaX_Japanese,DKC1,nonPAR_inactive,PBMC,original,0.017,22.9
scLinaX_Japanese,DOCK11,nonPAR_inactive,PBMC,original,0.017,18.0
scLinaX_Japanese,EIF2S3,nonPAR_escape,PBMC,original,0.305,780.2
scLinaX_Japanese,ELF4,nonPAR_inactive,PBMC,original,0.007,28.0
scLinaX_Japanese,ENOX2,nonPAR_inactive,PBMC,original,0.004,41.0
scLinaX_Japanese,FANCB,nonPAR_inactive,PBMC,original,0.019,24.7
scLinaX_Japanese,FUNDC1,nonPAR_escape,PBMC,original,0.236,108.4
scLinaX_Japanese,GAB3,nonPAR_inactive,PBMC,original,0.004,28.0
scLinaX_Japanese,GK,nonPAR_inactive,PBMC,original,0.028,29.7
scLinaX_Japanese,GPKOW,nonPAR_inactive,PBMC,original,0.012,53.3
scLinaX_Japanese,GPR174,nonPAR_variable,PBMC,original,0.000,21.8
scLinaX_Japanese,GRIPAP1,nonPAR_inactive,PBMC,original,0.000,31.0
scLinaX_Japanese,GSPT2,nonPAR_inactive,PBMC,original,0.009,61.0
