ENSEMBL_gene_id,HUGO_gene_id,chr,MASH beta,MASH sd,MASH LFSR,tissue
ENSG00000131409.12,LRRC4B,chr19,0.121980316,0.041365922,0.000797635,HRTAA
ENSG00000175206.10,NPPA,chr1,0.149242662,0.051632228,0.000797807,HRTAA
ENSG00000249242.7,TMEM150C,chr4,-0.066643417,0.021983022,0.000813586,HRTAA
ENSG00000127022.14,CANX,chr5,0.032137963,0.010532699,0.000821576,HRTAA
ENSG00000180901.10,KCTD2,chr17,-0.039747528,0.013749073,0.000829834,HRTAA
ENSG00000119147.9,C2orf40,chr2,-0.141237294,0.048832791,0.000834788,HRTAA
ENSG00000102032.12,RENBP,chrX,0.050359942,0.016807045,0.000835427,HRTAA
ENSG00000160161.9,CILP2,chr19,0.244073518,0.073961456,0.000840509,HRTAA
ENSG00000215440.11,NPEPL1,chr20,-0.035342378,0.011095993,0.000841943,HRTAA
ENSG00000182890.4,GLUD2,chrX,-0.088749416,0.029645657,0.000844293,HRTAA
ENSG00000157827.19,FMNL2,chr2,0.038572901,0.013180397,0.000852442,HRTAA
ENSG00000018625.14,ATP1A2,chr1,-0.094222035,0.030288628,0.000859579,HRTAA
ENSG00000176871.8,WSB2,chr12,-0.028713436,0.009298609,0.00085966,HRTAA
ENSG00000116957.12,,chr1,0.027241874,0.009037318,0.000871866,HRTAA
ENSG00000168016.13,TRANK1,chr3,-0.059378247,0.019545656,0.000881372,HRTAA
ENSG00000120675.5,DNAJC15,chr13,0.045608308,0.014320293,0.000892226,HRTAA
ENSG00000161980.5,POLR3K,chr16,0.041487991,0.014526588,0.000908454,HRTAA
ENSG00000214922.9,HLA-F-AS1,chr6,0.061311315,0.01975614,0.000912138,HRTAA
ENSG00000115107.19,STEAP3,chr2,0.079078311,0.025618116,0.00092734,HRTAA
ENSG00000196678.13,ERI2,chr16,-0.041094486,0.013791551,0.000952945,HRTAA
ENSG00000204843.12,DCTN1,chr2,-0.026477702,0.008939065,0.000956479,HRTAA
ENSG00000248469.1,,chr5,-0.383460529,0.135572514,0.000956893,HRTAA
ENSG00000158270.11,COLEC12,chr18,-0.097347258,0.03444983,0.000964912,HRTAA
ENSG00000101825.7,MXRA5,chrX,0.134049712,0.045241334,0.000968942,HRTAA
ENSG00000226232.8,NPIPB14P,chr16,0.063691908,0.022450574,0.000971294,HRTAA
ENSG00000104918.7,RETN,chr19,0.222816643,0.073569228,0.000974137,HRTAA
ENSG00000197181.11,PIWIL2,chr8,-0.165502531,0.053211986,0.001014322,HRTAA
ENSG00000108960.7,MMD,chr17,0.062030658,0.021126341,0.001021414,HRTAA
ENSG00000206190.11,ATP10A,chr15,0.085549665,0.030430656,0.001046467,HRTAA
ENSG00000215859.8,PDZK1P1,chr1,0.129762209,0.043092769,0.001051605,HRTAA
ENSG00000107807.12,TLX1,chr10,0.398192402,0.130634357,0.00105619,HRTAA
ENSG00000117859.18,OSBPL9,chr1,0.031832545,0.011425438,0.00106127,HRTAA
ENSG00000179476.7,C14orf28,chr14,-0.048885573,0.01659611,0.001061832,HRTAA
ENSG00000177595.17,PIDD1,chr11,-0.038223648,0.012994047,0.00106469,HRTAA
ENSG00000173083.14,HPSE,chr4,0.097759249,0.032655166,0.001081841,HRTAA
ENSG00000162076.12,FLYWCH2,chr16,0.044167622,0.014754498,0.001083499,HRTAA
ENSG00000126602.10,TRAP1,chr16,0.036173966,0.012025116,0.001085238,HRTAA
ENSG00000092295.11,TGM1,chr14,-0.168097863,0.05606701,0.001094334,HRTAA
ENSG00000213435.3,ATP6V0CP3,chr6,-0.241454152,0.081201441,0.001123082,HRTAA
ENSG00000008277.14,ADAM22,chr7,0.084622954,0.028394807,0.001126982,HRTAA
ENSG00000004897.11,CDC27,chr17,-0.022599402,0.007622885,0.001142183,HRTAA
ENSG00000214174.8,AMZ2P1,chr17,-0.042147864,0.014385201,0.001154826,HRTAA
ENSG00000237357.2,,chr9,0.220493407,0.073759487,0.001155535,HRTAA
ENSG00000152377.13,SPOCK1,chr5,-0.104750506,0.035134688,0.001156681,HRTAA
ENSG00000186281.12,GPAT2,chr2,-0.191992713,0.062205171,0.001157233,HRTAA
ENSG00000166575.16,TMEM135,chr11,0.046501845,0.016498932,0.001160595,HRTAA
ENSG00000162337.11,LRP5,chr11,0.037631772,0.012966898,0.001169669,HRTAA
ENSG00000237945.7,LINC00649,chr21,0.095761304,0.029728724,0.001171294,HRTAA
ENSG00000112796.9,ENPP5,chr6,-0.076960883,0.025814395,0.001176557,HRTAA
ENSG00000157214.13,STEAP2,chr7,0.084445142,0.029008113,0.001179384,HRTAA
ENSG00000117500.12,TMED5,chr1,0.044730652,0.01490115,0.001184979,HRTAA
ENSG00000091482.5,SMPX,chrX,0.05258773,0.017575598,0.001185804,HRTAA
ENSG00000157881.13,PANK4,chr1,-0.026306549,0.009277394,0.001187347,HRTAA
ENSG00000019169.10,MARCO,chr2,0.152917146,0.051365851,0.0011903,HRTAA
ENSG00000197614.10,MFAP5,chr12,0.143074698,0.049684644,0.001194072,HRTAA
ENSG00000225972.1,MTND1P23,chr1,0.520722365,0.16924344,0.001196597,HRTAA
ENSG00000178852.15,EFCAB13,chr17,-0.06982084,0.021298768,0.001201277,HRTAA
ENSG00000110090.12,CPT1A,chr11,0.064665841,0.02232515,0.001202932,HRTAA
ENSG00000177337.7,DLGAP1-AS1,chr18,-0.058828416,0.020965542,0.001203024,HRTAA
ENSG00000174586.10,ZNF497,chr19,0.079658906,0.026889889,0.001203152,HRTAA
ENSG00000145431.10,PDGFC,chr4,0.066634227,0.024530077,0.001205131,HRTAA
ENSG00000242616.3,GNG10,chr9,0.042561449,0.014772643,0.001223684,HRTAA
ENSG00000167779.7,IGFBP6,chr12,-0.111590873,0.037876397,0.001234961,HRTAA
ENSG00000184227.7,ACOT1,chr14,0.134242402,0.045140902,0.001235348,HRTAA
ENSG00000198856.12,OSTC,chr4,0.027623226,0.009490343,0.001242235,HRTAA
ENSG00000242114.5,MTFP1,chr22,0.061440893,0.021879796,0.00124265,HRTAA
ENSG00000100711.13,ZFYVE21,chr14,0.02950757,0.00971376,0.00124389,HRTAA
ENSG00000214944.9,ARHGEF28,chr5,-0.097788201,0.033958498,0.001255589,HRTAA
ENSG00000119471.14,HSDL2,chr9,0.044248943,0.014969534,0.001258558,HRTAA
ENSG00000165699.13,TSC1,chr9,-0.030695346,0.01068843,0.001260237,HRTAA
ENSG00000127472.10,PLA2G5,chr1,-0.077432981,0.025757569,0.001281909,HRTAA
ENSG00000114923.16,SLC4A3,chr2,-0.061914982,0.020674658,0.001282014,HRTAA
ENSG00000100403.11,ZC3H7B,chr22,-0.022668549,0.007475111,0.00128314,HRTAA
ENSG00000180801.13,ARSJ,chr4,0.071101574,0.02482864,0.001300581,HRTAA
ENSG00000145354.9,CISD2,chr4,0.031074588,0.01098989,0.001315304,HRTAA
ENSG00000130193.7,THEM6,chr8,0.047765448,0.016890719,0.001323099,HRTAA
ENSG00000164638.10,SLC29A4,chr7,0.135523448,0.044136574,0.001334512,HRTAA
ENSG00000206384.10,COL6A6,chr3,0.139737213,0.047916973,0.00134702,HRTAA
ENSG00000183323.12,CCDC125,chr5,-0.044303618,0.016404937,0.001353045,HRTAA
ENSG00000140563.14,MCTP2,chr15,0.167594084,0.056571624,0.001356301,HRTAA
ENSG00000243927.5,MRPS6,chr21,0.073148925,0.024769495,0.001364944,HRTAA
ENSG00000113212.6,PCDHB7,chr5,-0.08638624,0.030222209,0.001378147,HRTAA
ENSG00000104290.10,FZD3,chr8,0.05302326,0.018078868,0.001384037,HRTAA
ENSG00000171798.17,KNDC1,chr10,0.210930938,0.076833003,0.001392103,HRTAA
ENSG00000159733.13,ZFYVE28,chr4,0.061997088,0.022618901,0.001395882,HRTAA
ENSG00000267364.1,,chr17,-0.104469,0.037401661,0.001397082,HRTAA
ENSG00000104805.15,NUCB1,chr19,0.029054287,0.01031843,0.001409981,HRTAA
ENSG00000110786.17,PTPN5,chr11,-0.251618825,0.086674603,0.001414378,HRTAA
ENSG00000103353.15,UBFD1,chr16,-0.036795559,0.012782092,0.001432082,HRTAA
ENSG00000186806.5,VSIG10L,chr19,0.063380736,0.023337296,0.001433545,HRTAA
ENSG00000179604.9,CDC42EP4,chr17,-0.054517527,0.019320022,0.001455737,HRTAA
ENSG00000161955.16,TNFSF13,chr17,-0.045348784,0.015126334,0.001460741,HRTAA
ENSG00000122643.18,NT5C3A,chr7,0.026319338,0.009946869,0.001464395,HRTAA
ENSG00000278834.1,,chr17,-0.037689283,0.013438603,0.001479089,HRTAA
ENSG00000171551.11,ECEL1,chr2,0.274239408,0.096329791,0.001503198,HRTAA
ENSG00000135720.12,DYNC1LI2,chr16,-0.024390899,0.008146692,0.001504941,HRTAA
ENSG00000087303.17,NID2,chr14,-0.051528058,0.018555362,0.001508086,HRTAA
ENSG00000108947.4,EFNB3,chr17,0.137030714,0.045990048,0.00151534,HRTAA
ENSG00000196172.9,ZNF681,chr19,0.066125423,0.022959968,0.001522925,HRTAA
ENSG00000119812.18,FAM98A,chr2,-0.030717325,0.010944012,0.001527119,HRTAA
ENSG00000253159.2,PCDHGA12,chr5,0.109671072,0.036877995,0.001527928,HRTAA
ENSG00000161551.14,ZNF577,chr19,0.04172996,0.015086131,0.001530971,HRTAA
ENSG00000167332.7,OR51E2,chr11,0.257417995,0.096932312,0.001539962,HRTAA
ENSG00000206172.8,HBA1,chr16,-0.197430707,0.069332156,0.001550686,HRTAA
ENSG00000260653.5,,chr7,0.276328243,0.09827917,0.001554504,HRTAA
ENSG00000144230.16,GPR17,chr2,0.127453598,0.043242612,0.001560806,HRTAA
ENSG00000157005.3,SST,chr3,-0.517433062,0.188295533,0.001566333,HRTAA
ENSG00000160213.6,CSTB,chr21,0.036810316,0.013106006,0.0015769,HRTAA
ENSG00000224687.1,RASAL2-AS1,chr1,0.083344991,0.029177308,0.001583882,HRTAA
ENSG00000132950.18,ZMYM5,chr13,-0.034057012,0.01120315,0.001592391,HRTAA
ENSG00000090006.17,LTBP4,chr19,-0.071003457,0.024132879,0.001611232,HRTAA
ENSG00000158747.13,NBL1,chr1,-0.07095875,0.025695401,0.001631404,HRTAA
ENSG00000104889.5,RNASEH2A,chr19,0.041383843,0.013803357,0.001666731,HRTAA
ENSG00000254245.2,PCDHGA3,chr5,0.066538096,0.023563373,0.001682183,HRTAA
ENSG00000101412.12,E2F1,chr20,-0.096857244,0.034032384,0.001685359,HRTAA
ENSG00000260465.1,,chr16,-0.053122285,0.018099096,0.001699477,HRTAA
ENSG00000204851.6,PNMA8B,chr19,0.088088596,0.030655695,0.001711094,HRTAA
ENSG00000070413.19,DGCR2,chr22,-0.027596968,0.010181917,0.001735791,HRTAA
ENSG00000163701.18,IL17RE,chr3,-0.071544786,0.026372249,0.001745746,HRTAA
ENSG00000124571.17,XPO5,chr6,0.025374068,0.009329737,0.001755023,HRTAA
ENSG00000278071.1,,chr14,0.134304092,0.047536813,0.00175663,HRTAA
ENSG00000118689.14,FOXO3,chr6,0.033643871,0.012353854,0.001766028,HRTAA
ENSG00000250131.1,,chr4,-0.114982379,0.040176801,0.001766884,HRTAA
ENSG00000101901.11,ALG13,chrX,0.035600907,0.011988168,0.0017724,HRTAA
ENSG00000084754.10,HADHA,chr2,0.056403007,0.020053254,0.001779261,HRTAA
ENSG00000198604.10,BAZ1A,chr14,-0.040052944,0.013779717,0.00178287,HRTAA
ENSG00000112304.10,ACOT13,chr6,0.035441554,0.011923334,0.001787974,HRTAA
ENSG00000182831.11,C16orf72,chr16,-0.02268211,0.00816676,0.001797747,HRTAA
ENSG00000224689.9,ZNF812P,chr19,-0.236790845,0.082849991,0.001801327,HRTAA
ENSG00000171772.15,SYCE1,chr10,-0.321760578,0.109459517,0.001802249,HRTAA
ENSG00000239839.6,DEFA3,chr8,0.305224796,0.112923969,0.001817408,HRTAA
ENSG00000133835.14,HSD17B4,chr5,0.025424378,0.009254352,0.001836515,HRTAA
ENSG00000158220.13,ESYT3,chr3,0.08415567,0.02958637,0.001848107,HRTAA
ENSG00000197766.7,CFD,chr19,-0.100307865,0.034150369,0.001853964,HRTAA
ENSG00000227910.1,,chr7,0.233495986,0.079344733,0.00185969,HRTAA
ENSG00000171206.13,TRIM8,chr10,-0.028391839,0.010455316,0.001861088,HRTAA
ENSG00000082397.17,EPB41L3,chr18,0.062472765,0.023429757,0.001864104,HRTAA
ENSG00000189129.13,PLAC9,chr10,-0.059350267,0.02178291,0.001868177,HRTAA
ENSG00000104897.9,SF3A2,chr19,0.026251728,0.009596,0.001892468,HRTAA
ENSG00000232040.2,ZBED9,chr6,0.116062932,0.038999434,0.001901455,HRTAA
ENSG00000082641.15,NFE2L1,chr17,-0.033414417,0.011671307,0.001905194,HRTAA
ENSG00000204392.10,LSM2,chr6,0.02790447,0.010036982,0.001906774,HRTAA
ENSG00000112335.14,SNX3,chr6,0.025166444,0.00896395,0.001907947,HRTAA
ENSG00000188338.14,SLC38A3,chr3,0.072943323,0.024670274,0.001934809,HRTAA
ENSG00000204673.10,AKT1S1,chr19,-0.024259599,0.008879854,0.001936749,HRTAA
ENSG00000159176.13,CSRP1,chr1,-0.057101358,0.020933583,0.001940524,HRTAA
ENSG00000250337.5,PURPL,chr5,-0.248172509,0.092042631,0.001941386,HRTAA
ENSG00000248632.1,,chr4,-0.087176767,0.030705602,0.00195804,HRTAA
ENSG00000065060.16,UHRF1BP1,chr6,-0.034333994,0.012839089,0.00196119,HRTAA
ENSG00000196937.10,FAM3C,chr7,0.02599476,0.009346242,0.001977614,HRTAA
ENSG00000111775.2,COX6A1,chr12,0.035902456,0.012929903,0.001987468,HRTAA
ENSG00000266865.6,,chr17,-0.047245018,0.016754585,0.002010587,HRTAA
ENSG00000004468.12,CD38,chr4,-0.136446192,0.04764158,0.002012885,HRTAA
ENSG00000169604.19,ANTXR1,chr2,0.04647723,0.016869886,0.002013022,HRTAA
ENSG00000180438.15,TPRXL,chr3,-0.242535964,0.087774056,0.002022515,HRTAA
ENSG00000128050.8,PAICS,chr4,0.027280899,0.010195261,0.002023008,HRTAA
ENSG00000117984.13,CTSD,chr11,0.043201541,0.015755791,0.002049968,HRTAA
ENSG00000232656.7,IDI2-AS1,chr10,0.075575115,0.028745157,0.002051874,HRTAA
ENSG00000253210.1,,chr8,-0.107007339,0.041601565,0.002054441,HRTAA
ENSG00000248334.6,WHAMMP2,chr15,-0.052508408,0.018319638,0.002069323,HRTAA
ENSG00000198892.6,SHISA4,chr1,-0.064508804,0.023696125,0.002081104,HRTAA
ENSG00000257599.1,OVCH1-AS1,chr12,-0.379455173,0.128947227,0.002084244,HRTAA
ENSG00000085733.15,CTTN,chr11,-0.023143337,0.008340356,0.002085386,HRTAA
ENSG00000140400.16,MAN2C1,chr15,-0.038342835,0.013769696,0.002087819,HRTAA
ENSG00000198881.9,ASB12,chrX,0.127011024,0.048142635,0.002093345,HRTAA
ENSG00000131355.14,ADGRE3,chr19,-0.259490652,0.101716704,0.002094813,HRTAA
ENSG00000132376.19,INPP5K,chr17,0.025179792,0.009148872,0.002107855,HRTAA
ENSG00000101280.7,ANGPT4,chr20,-0.273503914,0.097546277,0.002118597,HRTAA
ENSG00000198276.15,UCKL1,chr20,-0.035232475,0.013193707,0.002146718,HRTAA
ENSG00000111144.9,LTA4H,chr12,0.024673975,0.008780286,0.002189915,HRTAA
ENSG00000180458.2,,chr19,0.183079584,0.072459244,0.002197589,HRTAA
ENSG00000136378.14,ADAMTS7,chr15,-0.060476629,0.021867971,0.002218691,HRTAA
ENSG00000198108.3,CHSY3,chr5,0.081639742,0.030722214,0.002219165,HRTAA
ENSG00000111110.11,PPM1H,chr12,0.08910202,0.032771562,0.002244069,HRTAA
ENSG00000197465.13,GYPE,chr4,-0.083539812,0.02918686,0.002252683,HRTAA
ENSG00000117595.10,IRF6,chr1,-0.048286078,0.018624235,0.002270641,HRTAA
ENSG00000163879.10,DNALI1,chr1,-0.05416313,0.019468437,0.002273792,HRTAA
ENSG00000229807.10,XIST,chrX,8.742107148,0.095763629,0,HRTLV
ENSG00000005889.15,ZFX,chrX,0.642112542,0.016065612,0,HRTLV
ENSG00000214717.11,ZBED1,chrX,-0.305362376,0.021576494,0,HRTLV
ENSG00000002586.18,CD99,chrX,-0.39278149,0.021301238,0,HRTLV
ENSG00000223773.7,CD99P1,chrX,-0.497721175,0.03942529,0,HRTLV
ENSG00000205611.4,LINC01597,chr20,-1.488861061,0.148516815,0,HRTLV
ENSG00000169084.13,DHRSX,chrX,-0.207802014,0.023954521,0,HRTLV
ENSG00000257259.1,LINC02388,chr12,-2.277057117,0.172386705,0,HRTLV
ENSG00000185352.8,HS6ST3,chr13,-1.190666964,0.153207851,0,HRTLV
ENSG00000147050.14,KDM6A,chrX,0.656489383,0.019101152,3.2954E-248,HRTLV
ENSG00000126012.11,KDM5C,chrX,0.451889242,0.014465838,1.2474E-206,HRTLV
ENSG00000215301.9,DDX3X,chrX,0.458041884,0.020389312,2.059E-108,HRTLV
ENSG00000130021.13,PUDP,chrX,0.519246474,0.023947481,2.7656E-103,HRTLV
ENSG00000130741.10,EIF2S3,chrX,0.333530357,0.015904046,1.19437E-94,HRTLV
ENSG00000173674.10,EIF1AX,chrX,0.398006255,0.020024138,2.4121E-83,HRTLV
ENSG00000086712.12,TXLNG,chrX,0.343674553,0.020549589,5.09833E-61,HRTLV
ENSG00000101846.6,STS,chrX,0.401412456,0.024874039,1.14799E-56,HRTLV
ENSG00000169895.5,SYAP1,chrX,0.230640887,0.014994593,2.66456E-53,HRTLV
ENSG00000072501.17,SMC1A,chrX,0.23477235,0.016442028,9.10808E-43,HRTLV
ENSG00000169249.12,ZRSR2,chrX,0.325270668,0.024047619,5.57276E-41,HRTLV
ENSG00000155962.12,CLIC2,chrX,0.341439379,0.030088781,5.94089E-32,HRTLV
ENSG00000124486.12,USP9X,chrX,0.171313165,0.014292001,2.79696E-31,HRTLV
ENSG00000225470.7,JPX,chrX,0.517930895,0.046629766,1.19804E-27,HRTLV
ENSG00000198034.10,RPS4X,chrX,0.198454993,0.018812694,2.80324E-26,HRTLV
ENSG00000130985.16,UBA1,chrX,0.146811565,0.015124878,1.02E-21,HRTLV
ENSG00000126970.15,ZC4H2,chrX,0.390994177,0.040335232,4.31138E-21,HRTLV
ENSG00000102030.15,NAA10,chrX,0.146409995,0.015656374,5.87078E-21,HRTLV
ENSG00000186312.10,CA5BP1,chrX,0.219591375,0.023742202,3.49054E-20,HRTLV
ENSG00000101134.11,DOK5,chr20,0.514531251,0.06044065,6.70368E-20,HRTLV
ENSG00000006757.11,PNPLA4,chrX,0.229892103,0.02606337,7.11768E-19,HRTLV
ENSG00000149531.15,FRG1BP,chr20,-0.403558571,0.045449032,1.11022E-16,HRTLV
ENSG00000169093.15,ASMTL,chrX,-0.204724839,0.024495431,1.11022E-16,HRTLV
ENSG00000076770.14,MBNL3,chrX,-1.404630368,0.085168329,1.11022E-16,HRTLV
ENSG00000185291.11,IL3RA,chrX,-0.361302955,0.041658631,2.22045E-16,HRTLV
ENSG00000157445.14,CACNA2D3,chr3,-0.351831637,0.046033638,1.66533E-15,HRTLV
ENSG00000237438.7,CECR7,chr22,-0.617791132,0.081505239,6.55032E-15,HRTLV
ENSG00000237949.1,LINC00844,chr10,-0.661643277,0.087580673,1.15463E-14,HRTLV
ENSG00000130054.4,FAM155B,chrX,-0.735132801,0.084275172,1.28786E-14,HRTLV
ENSG00000184368.15,MAP7D2,chrX,0.643510258,0.086103689,4.18045E-14,HRTLV
ENSG00000141404.15,GNAL,chr18,-0.353754075,0.050348356,8.07132E-14,HRTLV
ENSG00000253967.1,,chr8,-1.679951923,0.225887694,2.15938E-13,HRTLV
ENSG00000080007.7,DDX43,chr6,-0.946086596,0.128285419,4.44755E-13,HRTLV
ENSG00000141576.14,RNF157,chr17,-0.417696416,0.062858134,5.3868E-13,HRTLV
ENSG00000175175.5,PPM1E,chr17,-0.828757723,0.105086706,1.57596E-12,HRTLV
ENSG00000224975.1,INE1,chrX,0.236812928,0.034462012,8.65457E-12,HRTLV
ENSG00000182162.10,P2RY8,chrX,-0.464926711,0.069164819,9.40059E-12,HRTLV
ENSG00000215548.2,FRG1JP,chr9,-0.765552096,0.150801307,1.96785E-11,HRTLV
ENSG00000273203.1,,chr22,-0.442065212,0.017961783,3.48466E-11,HRTLV
ENSG00000171476.21,HOPX,chr4,-0.638396367,0.106269547,5.87972E-11,HRTLV
ENSG00000137825.10,ITPKA,chr15,-0.452619706,0.072327771,7.01607E-11,HRTLV
ENSG00000167393.17,PPP2R3B,chrX,-0.188127543,0.029509713,1.66774E-10,HRTLV
ENSG00000228906.1,,chrX,0.653392593,0.09294739,2.92551E-10,HRTLV
ENSG00000147113.16,DIPK2B,chrX,0.18040976,0.029690226,2.99827E-10,HRTLV
ENSG00000169239.12,CA5B,chrX,0.227874608,0.036944596,4.73545E-10,HRTLV
ENSG00000258484.3,SPESP1,chr15,-0.678195887,0.103289923,5.15668E-10,HRTLV
ENSG00000172460.15,PRSS30P,chr16,0.665245817,0.101928965,5.6802E-10,HRTLV
ENSG00000188419.13,CHM,chrX,0.101252256,0.016535993,6.13275E-10,HRTLV
ENSG00000140563.14,MCTP2,chr15,0.477294493,0.084898795,7.19714E-10,HRTLV
ENSG00000163406.10,SLC15A2,chr3,-0.433756207,0.063156901,4.05561E-09,HRTLV
ENSG00000140506.16,LMAN1L,chr15,-0.630319322,0.128123236,4.94149E-09,HRTLV
ENSG00000160161.9,CILP2,chr19,0.567323918,0.115578739,1.39244E-08,HRTLV
ENSG00000177359.17,,chr12,-1.735767847,0.225804174,1.44666E-08,HRTLV
ENSG00000282826.1,FRG1CP,chr20,-0.277201343,0.044215678,1.44901E-08,HRTLV
ENSG00000168143.8,FAM83B,chr6,-1.202795601,0.210602232,2.60986E-08,HRTLV
ENSG00000004776.12,HSPB6,chr19,-0.260308533,0.052622722,3.57953E-08,HRTLV
ENSG00000235034.6,C19orf81,chr19,0.609758748,0.154839485,3.85698E-08,HRTLV
ENSG00000197976.11,AKAP17A,chrX,-0.105280166,0.019515697,4.68812E-08,HRTLV
ENSG00000197355.10,UAP1L1,chr9,0.136130903,0.027798259,4.93827E-08,HRTLV
ENSG00000153446.15,C16orf89,chr16,0.446578632,0.094264144,5.5279E-08,HRTLV
ENSG00000169100.13,SLC25A6,chrX,-0.103060116,0.019127032,5.56528E-08,HRTLV
ENSG00000213578.5,CPLX3,chr15,-0.523661846,0.116748169,6.04215E-08,HRTLV
ENSG00000261116.1,,chr6,-1.127270491,0.173691779,8.06962E-08,HRTLV
ENSG00000112139.14,MDGA1,chr6,-0.290758402,0.061328949,8.34844E-08,HRTLV
ENSG00000075340.22,ADD2,chr2,0.300898955,0.057643178,9.70721E-08,HRTLV
ENSG00000185753.12,CXorf38,chrX,0.111521351,0.021489091,1.20048E-07,HRTLV
ENSG00000149269.9,PAK1,chr11,-0.206922003,0.04332202,1.32797E-07,HRTLV
ENSG00000182287.13,AP1S2,chrX,0.103483839,0.021242496,1.34625E-07,HRTLV
ENSG00000128578.9,STRIP2,chr7,0.18690831,0.039952154,1.34828E-07,HRTLV
ENSG00000135749.18,PCNX2,chr1,0.180763231,0.041273209,1.9662E-07,HRTLV
ENSG00000116039.11,ATP6V1B1,chr2,0.410262478,0.083163172,2.42059E-07,HRTLV
ENSG00000283886.1,,chr9,0.364425136,0.077808981,2.45407E-07,HRTLV
ENSG00000171130.17,ATP6V0E2,chr7,-0.266915101,0.058865064,2.58456E-07,HRTLV
ENSG00000131781.12,FMO5,chr1,-0.499822169,0.129988144,2.71956E-07,HRTLV
ENSG00000243927.5,MRPS6,chr21,0.139786582,0.029467124,3.34894E-07,HRTLV
ENSG00000128040.10,SPINK2,chr4,-0.776383147,0.166482716,3.48564E-07,HRTLV
ENSG00000157870.14,PRXL2B,chr1,-0.104370113,0.021947534,3.97551E-07,HRTLV
ENSG00000231721.6,LINC-PINT,chr7,-0.15293254,0.035420031,4.58329E-07,HRTLV
ENSG00000196433.12,ASMT,chrX,0.692090828,0.140989631,5.7461E-07,HRTLV
ENSG00000247516.6,MIR4458HG,chr5,-0.185911084,0.031142541,5.84903E-07,HRTLV
ENSG00000110628.13,SLC22A18,chr11,0.279167488,0.053643685,6.80032E-07,HRTLV
ENSG00000105146.12,AURKC,chr19,-0.241833713,0.051929132,7.4814E-07,HRTLV
ENSG00000144331.18,ZNF385B,chr2,0.718047052,0.163562663,7.96243E-07,HRTLV
ENSG00000115255.10,REEP6,chr19,0.170367466,0.037724567,8.55154E-07,HRTLV
ENSG00000278530.4,CHMP1B2P,chrX,-0.403103484,0.085308232,1.15176E-06,HRTLV
ENSG00000143125.5,PROK1,chr1,-0.899812694,0.191285323,1.30088E-06,HRTLV
ENSG00000237238.2,BMS1P10,chr9,0.504927082,0.106354069,1.34369E-06,HRTLV
ENSG00000186453.12,FAM228A,chr2,-0.52571699,0.11297116,1.38586E-06,HRTLV
ENSG00000261600.1,,chr2,0.751374495,0.153835152,1.45866E-06,HRTLV
ENSG00000147889.17,CDKN2A,chr9,0.481810682,0.104237686,1.50909E-06,HRTLV
ENSG00000233223.2,,chr17,-0.153474644,0.033886442,1.77063E-06,HRTLV
ENSG00000056998.19,GYG2,chrX,0.518100251,0.112123845,1.90806E-06,HRTLV
ENSG00000177301.14,KCNA2,chr1,-0.227860842,0.055900809,2.11036E-06,HRTLV
ENSG00000162989.4,KCNJ3,chr2,-0.759872391,0.168560212,2.27637E-06,HRTLV
ENSG00000101197.12,BIRC7,chr20,0.697015176,0.180920924,2.29065E-06,HRTLV
ENSG00000106236.3,NPTX2,chr7,-0.394435903,0.093855645,2.33908E-06,HRTLV
ENSG00000253250.2,C8orf88,chr8,-0.15590121,0.037418348,2.6352E-06,HRTLV
ENSG00000186310.9,NAP1L3,chrX,0.274978791,0.06359577,3.43915E-06,HRTLV
ENSG00000115290.9,GRB14,chr2,0.185015727,0.044821517,3.52111E-06,HRTLV
ENSG00000115107.19,STEAP3,chr2,0.14839215,0.038309713,4.31591E-06,HRTLV
ENSG00000069509.5,FUNDC1,chrX,0.087140415,0.019806281,5.44679E-06,HRTLV
ENSG00000205664.10,,chrX,0.210807406,0.048509495,6.88196E-06,HRTLV
ENSG00000173421.16,CCDC36,chr3,0.249999379,0.058904529,6.90323E-06,HRTLV
ENSG00000178605.13,GTPBP6,chrX,-0.117213685,0.026701719,7.66001E-06,HRTLV
ENSG00000189223.14,PAX8-AS1,chr2,-0.525027743,0.125638427,1.12049E-05,HRTLV
ENSG00000114923.16,SLC4A3,chr2,-0.098124234,0.024134648,1.15747E-05,HRTLV
ENSG00000282995.1,FRG1EP,chr20,-0.433387468,0.102534986,1.16393E-05,HRTLV
ENSG00000022556.15,NLRP2,chr19,0.563409274,0.132570806,1.19759E-05,HRTLV
ENSG00000124429.17,POF1B,chrX,0.001199535,0.000563119,1.20974E-05,HRTLV
ENSG00000175701.10,MTLN,chr2,-0.112752257,0.02653777,1.22194E-05,HRTLV
ENSG00000180574.3,EIF2S3B,chr12,0.537281532,0.119382537,1.42986E-05,HRTLV
ENSG00000198734.10,F5,chr1,0.456949001,0.115516079,1.47554E-05,HRTLV
ENSG00000279413.1,,chrX,0.220603683,0.051931333,1.47871E-05,HRTLV
ENSG00000225399.4,,chr3,0.265154127,0.066892093,1.71228E-05,HRTLV
ENSG00000095209.11,TMEM38B,chr9,0.077109301,0.019927284,1.86978E-05,HRTLV
ENSG00000234465.10,PINLYP,chr19,-0.151022747,0.038139154,1.91544E-05,HRTLV
ENSG00000124343.12,XG,chrX,0.584266572,0.14223824,2.12208E-05,HRTLV
ENSG00000183943.5,PRKX,chrX,0.11907204,0.029148866,2.22498E-05,HRTLV
